Unnamed: 0,sexo,tipo_de_emprendimiento,idea_negocio,barrio,estrato,comuna_ciudadano,fecha_de_beneficio,monto_del_credito,línea_credito
9672,masculino,comercio,comidas rapidas,cabecera san antonio ,2,80.0,24/10/2017,7000000.0,microempresarial
9673,femenino,comercio,bares,aranjuez,2,4.0,16/09/2016,2500000.0,microempresarial
9674,masculino,comercio,ebanistaria,doce de octubre no.1,2,6.0,23/03/2018,4000000.0,microempresarial
9675,masculino,comercio,publicidad y ,buenos aires,3,9.0,31/10/2016,5500000.0,microempresarial
9676,femenino,servicio,peluqueria,castilla,3,5.0,7/03/2017,7377000.0,microempresarial
9677,femenino,servicio,recreativo-educativo,fuente clara,2,7.0,19/11/2016,20000000.0,juridica y cap.semilla
9678,femenino,comercio,variedades,robledo,2,7.0,21/05/2018,5000000.0,microempresarial
9679,masculino,comercio,comidas rapidas,cabecera san antonio ,3,80.0,12/10/2017,7000000.0,microempresarial
9680,masculino,comercio,variedades,manrique_central_no._2,2,3.0,2016/05/5,1500000.0,microempresarial
9681,femenino,industria,tienda,castilla,3,5.0,7/03/2019,5000000.0,microempresarial
9682,femenino,servicio,comidas rapidas,san pedro,2,4.0,3/08/2018,5000000.0,microempresarial
9683,femenino,comercio,tienda,enciso,1,8.0,2016/09/7,6890000.0,microempresarial
9684,femenino,servicio,cafe e internet,belen,3,16.0,25/05/2018,7800000.0,microempresarial
9685,femenino,comercio,tienda,manrique central no. 1,2,4.0,12/06/2017,5000000.0,microempresarial
9686,femenino,comercio,fabrica de ,girardot,3,5.0,19/04/2018,7800000.0,microempresarial
9687,masculino,servicio,mantenimiento en ,campo valdes no. 1,2,4.0,18/06/2018,7800000.0,microempresarial
9688,femenino,comercio,legumbreria,la america,3,12.0,1/02/2017,3000000.0,microempresarial
9689,femenino,industria,fabrica de ,popular,2,1.0,23/05/2017,7377000.0,microempresarial
9690,femenino,industria,fabrica de calzado,las palmas,3,10.0,9/01/2019,8200000.0,microempresarial
9691,masculino,servicio,mantenimiento en ,aranjuez,3,4.0,9/02/2018,5000000.0,microempresarial
9692,femenino,industria,fabrica de ,cabecera san antonio ,2,80.0,2017/11/8,4000000.0,microempresarial
9693,femenino,nan,variedades,cabecera san antonio ,2,80.0,22/02/2019,1000000.0,microempresarial
9694,femenino,comercio,comidas rapidas,nuevos conquistadores,1,13.0,18/04/2017,1500000.0,microempresarial
9695,femenino,industria,fabrica-de-,robledo,2,7.0,2016/09/9,6000000.0,microempresarial
9696,femenino,comercio,variedades,robledo,1,7.0,23/02/2018,4000000.0,microempresarial
9697,masculino,comercio,peluqueria,francisco antonio zea,3,5.0,22/08/2018,7800000.0,microempresarial
9698,femenino,comercio,publicidad y ,robledo,3,7.0,23/05/2017,7377000.0,microempresarial
9699,femenino,comercio,variedades,robledo,2,7.0,29/03/2017,3000000.0,microempresarial
9700,masculino,industria,fabrica de ,florencia,3,5.0,20/04/2017,7300000.0,microempresarial
9701,masculino,comercio,variedades,robledo,1,nan,14/01/2016,3000000.0,microempresarial
9702,masculino,servicio,mantenimiento en ,belen,2,16.0,30/10/2018,7800000.0,microempresarial
9703,femenino,industria,fabrica de ,playon de los ,2,2.0,2018/02/14,3500000.0,microempresarial
9704,femenino,servicio,variedades,bello horizonte,2,7.0,14/02/2018,7800000.0,microempresarial
9705,femenino,servicio,restaurante,andalucia,2,2.0,7/04/2016,6890000.0,microempresarial
9706,femenino,comercio,variedades,campo valdes no. 1,2,4.0,16/11/2017,7300000.0,microempresarial
9707,masculino,servicio,fabrica de ,belencito,2,13.0,23/05/2017,7200000.0,microempresarial
9708,femenino,comercio,variedades,manrique central no. 1,3,4.0,8/05/2019,3000000.0,microempresarial
9709,masculino,servicio,restaurante,manrique oriental,2,3.0,16/04/2018,7800000.0,microempresarial
9710,femenino,comercio,variedades,san javier no.1,3,13.0,11/10/2017,7000000.0,microempresarial
9711,femenino,industria,fabrica de ,picacho,1,6.0,27/06/2018,4000000.0,microempresarial
9712,femenino,industria,fabrica de ,granizal,2,1.0,21/07/2017,1500000.0,microempresarial
9713,femenino,comercio,cafeteria,nan,1,4.0,1/02/2018,5000000.0,microempresarial
9714,femenino,servicio,charcuteria,castilla,3,5.0,25/07/2016,6890000.0,microempresarial
9715,femenino,comercio,tienda,manrique central no. 2,3,3.0,8/05/2019,8000000.0,microempresarial
9716,femenino,comercio,comidas rapidas,blanquizal,1,13.0,2016/08/10,6000000.0,microempresarial
9717,femenino,comercio,variedades,la esperanza,1,6.0,29/05/2018,3500000.0,microempresarial
9718,masculino,comercio,variedades,aranjuez,3,4.0,22/08/2017,7370000.0,microempresarial
9719,masculino,servicio,barberia,florencia,2,6.0,23/01/2019,8200000.0,microempresarial
9720,femenino,industria,fabrica de ,robledo,3,7.0,25/04/2018,7800000.0,microempresarial
9721,masculino,comercio,peluqueria,cabecera san antonio ,3,80.0,9/05/2018,5000000.0,microempresarial
9722,femenino,comercio,charcuteria,popular,2,1.0,13/03/2019,5300000.0,microempresarial
9723,masculino,servicio,recreativo-educativo,belen,3,16.0,16/09/2016,6890000.0,microempresarial
9724,masculino,comercio,comidas rapidas,santa lucia,3,12.0,6/09/2017,5000000.0,microempresarial
9726,masculino,comercio,variedades,robledo,1,7.0,4/03/2016,6000000.0,microempresarial
9727,femenino,comercio,almacen de ropa en ,las brisas,3,5.0,15/05/2017,6000000.0,microempresarial
9728,femenino,comercio,comidas rapidas,manrique oriental,3,3.0,6/03/2017,6000000.0,microempresarial
9729,femenino,comercio,fabrica de ,campo valdes no. 1,3,4.0,13/06/2018,6000000.0,microempresarial
9730,femenino,servicio,peluqueria,buenos aires,3,9.0,16/04/2018,6500000.0,microempresarial
9731,masculino,industria,fabrica de ,el salvador,2,9.0,28/03/2017,7370000.0,microempresarial
9732,masculino,comercio,variedades,castilla,3,10.0,27/07/2018,4000000.0,microempresarial
9733,femenino,comercio,variedades,cabecera san cristobal,2,60.0,11/02/2019,6000000.0,microempresarial
9734,masculino,industria,fabrica de ,villa hermosa,3,8.0,30/03/2017,7377000.0,microempresarial
9735,femenino,comercio,variedades,villa del socorro,2,2.0,18/10/2018,7000000.0,microempresarial
9736,masculino,comercio,charcuteria,villatina,2,8.0,30/05/2017,7000000.0,microempresarial
9737,masculino,comercio,fabrica de alimentos,la milagrosa,2,9.0,19/11/2018,5000000.0,microempresarial
9738,femenino,servicio,peluqueria,san javier no.1,2,13.0,16/03/2018,7800000.0,microempresarial
9739,femenino,comercio,almacen de ropa en ,sevilla,3,4.0,5/12/2018,7800000.0,microempresarial
9740,femenino,comercio,variedades,buenos aires,1,9.0,13/02/2019,7000000.0,microempresarial
9741,masculino,comercio,cerrajeria,cabecera san antonio ,2,80.0,7/06/2018,3000000.0,microempresarial
9742,masculino,comercio,comidas rapidas,buenos aires,3,9.0,11/09/2017,7000000.0,microempresarial
9743,masculino,industria,cerrajeria,cabecera san cristobal,2,60.0,12/04/2018,7800000.0,microempresarial
9744,masculino,servicio,servicios ,20 de julio,2,13.0,10/01/2018,6000000.0,microempresarial
9745,masculino,industria,fabrica de ,buenos aires,3,9.0,28/06/2018,7800000.0,solidaria
9746,masculino,comercio,panaderia,cabecera san antonio ,2,80.0,18/02/2019,8000000.0,microempresarial
9747,masculino,comercio,fabrica de calzado,manrique oriental,2,3.0,27/03/2019,8000000.0,microempresarial
9748,masculino,comercio,variedades,san benito,1,10.0,11/10/2018,800000.0,microempresarial
9749,femenino,comercio,comidas rapidas,santa cruz,1,2.0,30/10/2017,7000000.0,microempresarial
9750,femenino,comercio,fabrica de ,cabecera san antonio ,3,80.0,21/03/2017,4000000.0,microempresarial
9751,masculino,comercio,peluqueria,manrique central no. 1,3,4.0,11/10/2018,5000000.0,microempresarial
9752,masculino,comercio,almacen de ropa en ,robledo,2,7.0,27/09/2018,7000000.0,microempresarial
9753,masculino,comercio,variedades,lopez de mesa,3,7.0,16/03/2017,7300000.0,microempresarial
9754,femenino,comercio,variedades,enciso,2,8.0,13/02/2018,4000000.0,microempresarial
9755,masculino,comercio,comidas rapidas,belen,2,16.0,18/07/2017,4000000.0,microempresarial
9756,femenino,industria,fabrica de ,20 de julio,2,13.0,7/09/2016,3000000.0,microempresarial
9757,femenino,comercio,peluqueria,santa cruz,1,4.0,26/11/2018,7000000.0,microempresarial
9758,femenino,comercio,variedades,santander,2,6.0,14/02/2017,5000000.0,microempresarial
9759,femenino,servicio,peluqueria,robledo,2,7.0,29/11/2017,5000000.0,microempresarial
9760,femenino,agropecuaria,variedades,robledo,2,7.0,8/03/2016,4000000.0,microempresarial
9761,femenino,comercio,almacen de ropa en ,la francia,2,2.0,3/08/2018,4500000.0,microempresarial
9762,femenino,comercio,almacen de ropa en ,manrique central no. 1,2,4.0,2018/02/6,7000000.0,microempresarial
9763,femenino,comercio,variedades,campo valdes no. 1,2,4.0,1/08/2016,6890000.0,microempresarial
9764,femenino,servicio,peluqueria,el salvador,2,60.0,18/12/2018,3000000.0,microempresarial
9765,femenino,comercio,almacen de ropa en ,manrique central no. 1,1,4.0,26/02/2018,3000000.0,microempresarial
9766,masculino,servicio,barberia,centro admtivo,2,10.0,6/05/2019,3000000.0,microempresarial
9767,femenino,comercio,comidas rapidas,manrique-central-no.-1,2,4.0,25/10/2017,248087.0,microempresarial
9768,masculino,comercio,variedades,llanaditas,1,8.0,12/03/2018,7800000.0,microempresarial
9769,masculino,comercio,variedades,doce de octubre no.1,2,6.0,12/07/2017,29909900.0,microempresarial
9770,femenino,comercio,tienda,antonio nariño,2,13.0,6/11/2018,4000000.0,microempresarial
9771,femenino,comercio,comidas rapidas,campo valdes no. 1,3,4.0,3/02/2017,7377000.0,microempresarial
9772,femenino,comercio,productos de belleza,cordoba,3,7.0,9/09/2016,680000.0,microempresarial
9773,femenino,servicio,publicidad y ,barrio caicedo,1,9.0,26/04/2017,7377000.0,microempresarial
9774,femenino,industria,fabrica de ,moravia,2,4.0,23/02/2016,6000000.0,microempresarial
9775,femenino,comercio,fabrica de alimentos,la milagrosa,2,9.0,2018/04/4,7800000.0,microempresarial
9776,femenino,comercio,distribuidora de ,san javier no.1,1,13.0,5/07/2018,2000000.0,microempresarial
9777,femenino,servicio,comidas rapidas,santander,2,6.0,13/02/2019,6000000.0,microempresarial
9778,femenino,comercio,distribuidora de ,santo domingo savio ,1,1.0,5/07/2018,7800000.0,microempresarial
9779,femenino,servicio,fabrica de ,robledo,2,7.0,6/10/2016,6000000.0,microempresarial
9780,femenino,industria,fabrica de ,manrique central no. 1,1,4.0,29/03/2019,8000000.0,microempresarial
9781,femenino,servicio,tienda,san javier no.1,2,13.0,23/06/2017,30000000.0,microempresarial
9782,masculino,comercio,barberia,versalles no. 1,2,3.0,4/04/2017,7370000.0,microempresarial
9783,femenino,servicio,peluqueria,pedregal,3,6.0,19/07/2016,3000000.0,microempresarial
9784,femenino,comercio,papeleria,buenos aires,3,9.0,9/06/2017,5000000.0,microempresarial
9785,masculino,servicio,variedades,cabecera san antonio ,2,80.0,16/04/2018,1300000.0,microempresarial
9786,masculino,comercio,venta de calzado,manrique central no. 2,2,3.0,30/05/2018,7800000.0,microempresarial
9787,masculino,industria,panaderia,villa del socorro,2,2.0,16/07/2018,7000000.0,microempresarial
9788,masculino,comercio,legumbreria,santo domingo savio ,1,1.0,13/06/2017,2000000.0,microempresarial
9789,femenino,comercio,variedades,barrio caicedo,2,9.0,4/09/2017,7000000.0,microempresarial
9790,femenino,comercio,variedades,cabecera san cristobal,1,60.0,22/08/2018,782000.0,microempresarial
9791,masculino,industria,fabrica de ,robledo,3,7.0,3/10/2018,5000000.0,microempresarial
9792,masculino,comercio,fabrica de ,castilla,3,5.0,29/06/2017,7000000.0,microempresarial
9793,femenino,servicio,peluqueria,20 de julio,1,13.0,13/11/2018,6000000.0,microempresarial
9794,femenino,industria,joyeria,altavista,2,70.0,20/02/2019,3750000.0,microempresarial
9795,femenino,servicio,fotografia,buenos aires,1,nan,4/02/2016,3500000.0,microempresarial
9796,femenino,servicio,peluqueria,campo valdes no. 1,2,4.0,3/11/2017,7300000.0,microempresarial
9797,femenino,comercio,almacen de ropa en ,aures no. 2,2,7.0,7/10/2016,6800000.0,microempresarial
9798,masculino,servicio,peluqueria,campo valdes no. 1,3,4.0,14/09/2018,7800000.0,microempresarial
9799,masculino,industria,fabrica de ceramica,belen,3,16.0,20/09/2016,6890000.0,microempresarial
9800,masculino,comercio,tienda,trinidad,3,15.0,17/05/2019,6000000.0,microempresarial
9801,femenino,comercio,tienda,villa hermosa,3,8.0,26/10/2017,7000000.0,microempresarial
9802,femenino,comercio,tienda,granizal,2,1.0,22/08/2016,6890000.0,microempresarial
9803,femenino,servicio,peluqueria,picacho,1,6.0,6/12/2018,7800000.0,microempresarial
9804,masculino,servicio,cafe e internet,manrique central no. 2,3,3.0,19/01/2017,3000000.0,microempresarial
9805,masculino,servicio,marroquineria,la milagrosa,2,9.0,26/01/2017,737717.0,microempresarial
9806,femenino,comercio,variedades,manrique central no. 1,2,4.0,15/02/2017,6000000.0,microempresarial
9808,femenino,comercio,variedades,cabecera san cristobal,2,60.0,16/03/2017,7377000.0,microempresarial
9809,masculino,comercio,comidas rapidas,andalucia,2,2.0,13/03/2017,7300000.0,microempresarial
9810,femenino,industria,fabrica de ,buenos aires,2,9.0,26/02/2016,6890000.0,microempresarial
9811,femenino,servicio,cafe e internet,robledo,2,7.0,13/12/2017,7300000.0,microempresarial
9812,masculino,comercio,variedades,manrique central no. 2,2,3.0,29/01/2018,7800000.0,microempresarial
9813,femenino,comercio,variedades,manrique oriental,2,3.0,2018/01/18,2000000.0,microempresarial
9814,femenino,industria,fabrica de alimentos,la floresta,3,12.0,24/07/2017,7370000.0,microempresarial
9815,masculino,agropecuaria,criadero de animales ,cabecera san antonio ,2,80.0,11/10/2016,13700000.0,agropecuaria
9816,femenino,comercio,miscelanea,francisco antonio zea,3,5.0,29/03/2017,3000000.0,microempresarial
9817,femenino,comercio,variedades,villa hermosa,3,8.0,7/11/2017,5000000.0,microempresarial
9818,femenino,comercio,comidas rapidas,san javier no.1,1,13.0,2018/05/8,2500000.0,microempresarial
9819,femenino,comercio,variedades,cabecera san antonio ,2,80.0,29/11/2017,5000000.0,microempresarial
9820,masculino,comercio,tienda,santa cruz,2,2.0,16/03/2018,3000000.0,microempresarial
9821,femenino,servicio,tienda,castilla,3,5.0,18/08/2017,7300000.0,microempresarial
9822,femenino,comercio,comidas rapidas,robledo,2,7.0,25/10/2018,3000000.0,microempresarial
9823,femenino,comercio,criadero de animales ,palmitas,2,50.0,24/04/2018,7800000.0,microempresarial
9824,femenino,servicio,peluqueria,altavista,1,16.0,3/10/2018,6750000.0,microempresarial
9825,femenino,industria,fabrica de ,nan,3,4.0,5/12/2017,7377000.0,microempresarial
9826,masculino,industria,fabrica de ,campo valdes no. 1,3,4.0,9/04/2018,2000000.0,microempresarial
9827,femenino,comercio,comidas rapidas,el chagualo,3,10.0,1/11/2016,6800000.0,microempresarial
9828,femenino,comercio,variedades,tricentenario,3,5.0,15/04/2016,6890000.0,microempresarial
9829,femenino,comercio,bares,enciso,3,8.0,24/10/2016,6800000.0,microempresarial
9830,femenino,industria,fabrica de ,robledo,2,nan,19/07/2018,3000000.0,microempresarial
9831,femenino,industria,fabrica de ,campo valdes no. 1,3,4.0,15/06/2017,7000000.0,microempresarial
9832,femenino,nan,tienda,versalles no. 1,1,3.0,30/11/2017,4000000.0,microempresarial
9833,masculino,comercio,tienda,prado,3,10.0,28/03/2017,7000000.0,microempresarial
9834,masculino,comercio,taller de mecanica,manrique central no. 2,3,3.0,29/05/2018,5000000.0,microempresarial
9835,femenino,comercio,tienda,playon de los ,2,2.0,19/02/2016,6000000.0,microempresarial
9836,masculino,industria,fabrica de ,villatina,1,8.0,16/10/2018,7800000.0,microempresarial
9837,femenino,servicio,peluqueria,castilla,3,5.0,19/05/2017,7377000.0,microempresarial
9838,masculino,agropecuaria,criadero de animales ,altavista,2,16.0,26/09/2016,3000000.0,microempresarial
9839,femenino,industria,fabrica de ,villatina,2,8.0,30/01/2018,7812000.0,microempresarial
9840,femenino,industria,fabrica de ,moravia,1,nan,22/11/2018,7812000.0,microempresarial
9841,masculino,comercio,almacen de ropa en ,manrique oriental,3,3.0,20/02/2018,3000000.0,microempresarial
9842,masculino,servicio,fabrica de ,pablo vi,2,2.0,6/10/2016,6800000.0,microempresarial
9843,femenino,servicio,peluqueria,aranjuez,2,4.0,25/07/2018,3500000.0,microempresarial
9844,masculino,servicio,carpinteria,trinidad,3,15.0,22/05/2017,7370000.0,microempresarial
9845,femenino,comercio,variedades,robledo,2,7.0,19/08/2016,4000000.0,microempresarial
9846,femenino,servicio,peluqueria,santander,2,6.0,18/04/2016,2800000.0,microempresarial
9847,femenino,servicio,tienda,enciso,2,8.0,8/03/2017,2000000.0,microempresarial
9848,femenino,servicio,peluqueria,playon de los ,1,2.0,27/06/2019,8281000.0,microempresarial
9850,femenino,comercio,variedades,robledo,1,7.0,30/01/2018,2000000.0,microempresarial
9851,femenino,industria,fabrica de ,robledo,1,7.0,22/01/2019,7800000.0,microempresarial
9852,femenino,servicio,criadero de animales ,robledo,2,7.0,7/12/2016,5000000.0,microempresarial
9853,femenino,servicio,peluqueria,robledo,2,7.0,7/03/2019,8000000.0,microempresarial
9854,femenino,comercio,restaurante,aranjuez,2,nan,25/01/2016,6000000.0,microempresarial
9855,masculino,comercio,productos de belleza,aranjuez,2,4.0,14/06/2018,3000000.0,microempresarial
9856,femenino,comercio,miscelanea,campo valdes no. 2,3,3.0,5/04/2019,7800000.0,microempresarial
9857,femenino,servicio,comidas rapidas,andalucia,2,2.0,22/08/2018,4500000.0,microempresarial
9858,masculino,industria,fabrica de ,20 de julio,1,13.0,22/11/2016,5000000.0,microempresarial
9859,femenino,industria,fabrica de alimentos,campo valdes no. 1,2,4.0,12/07/2018,1100000.0,microempresarial
9860,femenino,industria,fabrica de ,moravia,1,4.0,25/01/2017,5000000.0,microempresarial
9861,femenino,industria,fabrica de ,buenos aires,2,9.0,6/06/2017,4000000.0,microempresarial
9862,masculino,comercio,variedades,cabecera san antonio ,3,80.0,30/06/2017,7300000.0,microempresarial
9863,femenino,comercio,variedades,el salvador,3,9.0,20/02/2018,7800000.0,microempresarial
9864,masculino,industria,fabrica de ,robledo,3,7.0,7/12/2016,5000000.0,microempresarial
9865,femenino,servicio,taller de mecanica,campo valdes no. 1,2,4.0,12/10/2016,6000000.0,microempresarial
9866,masculino,comercio,tienda,andalucia,2,2.0,25/04/2017,7370000.0,microempresarial
9867,masculino,comercio,publicidad y ,cabecera san antonio ,3,80.0,24/04/2018,5000000.0,microempresarial
9868,masculino,comercio,fabrica de arepas,manrique central no. 1,2,4.0,25/07/2018,2000000.0,microempresarial
9869,masculino,servicio,mantenimiento en ,robledo,1,7.0,4/12/2018,7800000.0,microempresarial
9870,masculino,comercio,variedades,el salvador,3,9.0,12/12/2018,7800000.0,microempresarial
9871,femenino,comercio,variedades,santa cruz,2,2.0,3/05/2018,7800000.0,microempresarial
9872,masculino,comercio,comidas_rapidas,altavista,2,70.0,31/10/2017,7370000.0,microempresarial
9873,femenino,comercio,tienda de helados,robledo,1,7.0,15/02/2017,7300000.0,microempresarial
9874,masculino,industria,joyeria,robledo,2,7.0,18/02/2016,6890000.0,microempresarial
9875,femenino,comercio,fabrica de alimentos,robledo,2,7.0,3/10/2016,6800000.0,microempresarial
9876,femenino,comercio,comidas rapidas,enciso,2,8.0,2018/03/7,3000000.0,microempresarial
9877,masculino,industria,fabrica de ,13 de noviembre,1,8.0,2018/01/30,6000000.0,microempresarial
9878,femenino,comercio,variedades,juan pablo ii,1,9.0,25/10/2018,5000000.0,microempresarial
9879,femenino,comercio,drogueria,santo domingo savio ,1,1.0,6/03/2019,8000000.0,microempresarial
9880,masculino,servicio,variedades,belen,3,16.0,2017/12/7,7000000.0,microempresarial
9881,masculino,comercio,miscelanea,robledo,3,7.0,13/10/2016,6890000.0,microempresarial
9882,femenino,comercio,comidas rapidas,alfonso lopez,1,5.0,30/11/2017,1000000.0,microempresarial
9883,masculino,servicio,fabrica de ,manrique central no. 1,1,4.0,30/10/2017,7000000.0,microempresarial
9884,femenino,comercio,variedades,barrio caicedo,1,9.0,24/10/2017,3000000.0,microempresarial
9885,femenino,industria,variedades,campo valdes no. 1,3,4.0,26/02/2018,5000000.0,microempresarial
9886,femenino,industria,fabrica de calzado,santo domingo savio ,1,16.0,25/10/2018,5000000.0,microempresarial
9887,femenino,servicio,fotografia,robledo,2,7.0,12/07/2018,5000000.0,microempresarial
9888,masculino,comercio,carniceria,santo domingo savio ,2,1.0,11/05/2018,5000000.0,microempresarial
9889,femenino,industria,fabrica de ,san_javier_no.1,1,13.0,6/04/2017,7000000.0,microempresarial
9890,femenino,industria,fabrica de ,la milagrosa,3,9.0,2019/02/15,8200000.0,microempresarial
9891,femenino,comercio,variedades,manrique central no. 1,2,4.0,26/10/2018,17187324.0,empresarial-ed.-
9892,masculino,comercio,variedades,san pablo,2,1.0,2016/10/25,3000000.0,microempresarial
9893,masculino,industria,charcuteria,pedregal,3,6.0,17/05/2016,3000000.0,microempresarial
9894,femenino,comercio,papeleria,enciso,2,8.0,2019/04/10,6000000.0,microempresarial
9895,masculino,comercio,fabrica de alimentos,aranjuez,3,4.0,8/02/2018,7812000.0,microempresarial
9896,femenino,industria,fabrica de ,castilla,3,5.0,4/07/2017,5000000.0,microempresarial
9897,femenino,servicio,barberia,cabecera san antonio ,3,80.0,4/11/2016,6890000.0,microempresarial
9898,femenino,industria,fabrica de ,20 de julio,1,13.0,14/09/2016,6890000.0,microempresarial
9899,femenino,comercio,tienda,centro admtivo,3,10.0,4/08/2017,8800000.0,microempresarial
9900,femenino,comercio,legumbreria,popular,1,1.0,29/08/2018,7000000.0,microempresarial
9901,femenino,industria,fabrica de ,manrique central no. 1,2,4.0,8/06/2018,7000000.0,microempresarial
9902,femenino,industria,fabrica de ,manrique oriental,2,3.0,8/05/2017,7377000.0,microempresarial
9903,masculino,comercio,fabrica de alimentos,playon de los ,2,2.0,5/04/2018,7800000.0,microempresarial
9904,masculino,comercio,recreativo-educativo,manrique central no. 2,2,3.0,11/05/2016,6800000.0,microempresarial
9905,femenino,industria,fabrica de ,nan,3,9.0,24/04/2018,7000000.0,microempresarial
9906,femenino,comercio,variedades,el chagualo,3,10.0,28/06/2017,7000000.0,microempresarial
9907,femenino,comercio,tienda,manrique central no. 1,2,4.0,1/08/2018,5000000.0,microempresarial
9908,femenino,comercio,almacen de ropa en ,cabecera san cristobal,2,60.0,6/07/2017,5000000.0,microempresarial
9909,femenino,servicio,peluqueria,doce de octubre no.1,1,6.0,26/09/2017,7300000.0,microempresarial
9910,femenino,comercio,comidas rapidas,belen,2,16.0,10/10/2017,5000000.0,microempresarial
9911,femenino,comercio,restaurante,moravia,1,4.0,12/07/2018,5000000.0,microempresarial
9912,femenino,comercio,variedades,belen,3,16.0,16/09/2016,6890000.0,microempresarial
9913,femenino,servicio,peluqueria,el salvador,2,60.0,19/09/2017,3000000.0,microempresarial
9914,femenino,comercio,comidas rapidas,guayabal,3,15.0,22/01/2019,8200000.0,microempresarial
9915,masculino,industria,fabrica de ,manrique_oriental,2,3.0,29/08/2016,6800000.0,microempresarial
9916,masculino,comercio,legumbreria,manrique oriental,2,3.0,16/07/2018,2000000.0,microempresarial
9917,masculino,industria,fabrica de ,campo valdes no. 1,3,13.0,22/01/2019,8200000.0,microempresarial
9918,masculino,servicio,tienda,manrique central no. 1,3,4.0,16/03/2017,6000000.0,microempresarial
9919,femenino,industria,fabrica de ,cabecera san cristobal,2,60.0,25/07/2018,2000000.0,microempresarial
9920,masculino,comercio,fabrica de ,centro admtivo,2,10.0,24/01/2018,4500000.0,microempresarial
9922,femenino,industria,fabrica de alimentos,belen,3,16.0,20/09/2016,6800000.0,microempresarial
9923,femenino,comercio,tienda,cabecera san cristobal,1,60.0,4/10/2016,4000000.0,microempresarial
9924,femenino,comercio,venta de calzado,popular,1,1.0,30/03/2017,4000000.0,microempresarial
9925,masculino,industria,fabrica de ,cordoba,3,7.0,29/11/2018,7800000.0,microempresarial
9926,femenino,comercio,peluqueria,manrique central no. 2,2,3.0,10/04/2018,4000000.0,microempresarial
9927,masculino,comercio,distribuidora de ,francisco antonio zea,3,5.0,20/06/2016,6890000.0,microempresarial
9928,masculino,servicio,comidas rapidas,castilla,2,5.0,22/05/2019,2000000.0,microempresarial
9929,femenino,comercio,almacen de ropa en ,olaya herrera,1,7.0,24/04/2018,4600000.0,microempresarial
9930,femenino,comercio,peluqueria,buenos aires,2,9.0,1/06/2018,6000000.0,microempresarial
9931,femenino,comercio,variedades,enciso,2,8.0,4/04/2017,6000000.0,microempresarial
9934,femenino,industria,fabrica de ,belen,2,16.0,16/05/2018,7800000.0,microempresarial
9935,femenino,industria,fabrica de ,girardot,3,5.0,16/11/2018,7800000.0,microempresarial
9936,femenino,industria,fabrica de ,juan xxiii la quiebra,2,13.0,5/04/2018,7800000.0,microempresarial
9937,femenino,comercio,sembrados,vrda. palmitas ,2,50.0,15/02/2016,6000000.0,microempresarial
9938,masculino,industria,distribuidora de ,castilla,2,5.0,1/04/2019,8200000.0,microempresarial
9939,femenino,industria,fabrica de ,moravia,2,7.0,14/03/2019,5000000.0,microempresarial
9940,femenino,comercio,variedades,castilla,3,5.0,2/09/2016,6000000.0,microempresarial
9941,masculino,servicio,comidas rapidas,robledo,3,7.0,10/05/2017,5000000.0,microempresarial
9942,femenino,servicio,peluqueria,manrique central no. 2,2,3.0,25/05/2018,7800000.0,microempresarial
9943,femenino,comercio,almacen de ropa en ,la america,3,12.0,22/08/2016,6890000.0,microempresarial
9944,femenino,comercio,charcuteria,boyaca,3,5.0,7/02/2018,6000000.0,microempresarial
9945,masculino,comercio,comidas rapidas,robledo,1,7.0,11/07/2017,5000000.0,microempresarial
9946,femenino,servicio,peluqueria,boston,3,10.0,13/09/2016,2000000.0,microempresarial
9947,femenino,comercio,cafeteria,moravia,2,4.0,28/02/2018,3000000.0,microempresarial
9948,femenino,servicio,peluqueria,manrique oriental,2,3.0,4/04/2018,7800000.0,microempresarial
9949,masculino,comercio,comidas rapidas,barrio caicedo,1,9.0,23/05/2018,4000000.0,microempresarial
9950,masculino,servicio,variedades,andalucia,2,2.0,13/02/2017,7300000.0,microempresarial
9951,femenino,servicio,fotografia,belen,2,16.0,10/11/2017,6000000.0,microempresarial
9952,femenino,comercio,variedades,castilla,3,5.0,28/01/2019,8000000.0,microempresarial
9953,masculino,comercio,criadero de animales ,palmitas,2,50.0,23/04/2018,4000000.0,microempresarial
9954,masculino,comercio,variedades,picacho,1,6.0,22/01/2018,7000000.0,microempresarial
9955,femenino,comercio,variedades,toscana,2,5.0,13/07/2018,7500000.0,microempresarial
9956,masculino,servicio,comidas rapidas,robledo,2,7.0,29/03/2017,7377000.0,microempresarial
9957,femenino,comercio,comidas rapidas,manrique central no. 1,3,4.0,18/09/2017,3000000.0,microempresarial
9958,masculino,comercio,fabrica de ,barrio caicedo,2,9.0,1/06/2018,4000000.0,microempresarial
9959,femenino,comercio,papeleria,buenos aires,3,9.0,31/10/2018,7800000.0,microempresarial
9960,masculino,servicio,charcuteria,aranjuez,1,4.0,27/07/2016,1200000.0,microempresarial
9961,masculino,industria,publicidad y ,manrique oriental,1,3.0,27/11/2017,3600000.0,microempresarial
9962,femenino,comercio,variedades,el salvador,2,9.0,23/05/2018,3000000.0,microempresarial
9963,femenino,industria,fabrica de ,calasanz,3,12.0,4/07/2017,7377000.0,microempresarial
9964,masculino,comercio,marqueteria,campo valdes no. 1,3,4.0,28/02/2017,7300000.0,microempresarial
9965,masculino,servicio,barberia,nan,3,5.0,29/01/2019,4000000.0,microempresarial
